carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
1.05,60.7,55.0,6.6,9.099,4.0,4.0,6.0
0.7975755778024965,61.6,60.0,7.99,9.4,2.0,0.0,2.0
0.9,61.0,63.0,6.13,8.613,2.0,3.0,5.0
0.71,62.7,55.0,5.66,7.746,4.0,2.0,2.0
1.5,63.3,57.0,7.2,8.913,2.0,0.0,3.0
0.9,61.8,60.0,6.11,8.438,2.0,2.0,5.0
0.61,59.5,57.0,5.55,7.113,4.0,4.0,0.0
0.32,63.5,57.0,4.34,6.133,1.0,2.0,2.0
0.75,61.8,55.0,5.81,8.062,4.0,4.0,2.0
0.75,62.9,57.0,5.74,7.741,4.0,0.0,4.0
0.78,61.74637745643308,62.0,6.04,7.815,2.0,3.0,0.0
0.41,60.7,58.0,4.83,7.05,3.0,6.0,4.0
0.74,62.1,57.45169447534297,5.76,7.769,1.0,6.0,2.0
0.34,63.9,56.0,4.43,6.284,1.0,3.0,0.0
0.52,61.5,56.0,5.15,7.065,4.0,4.0,0.0
1.13,61.2,59.0,6.68,8.453,3.0,2.0,2.0
0.9,62.0,62.0,6.06,8.34,1.0,5.0,2.0
1.03,59.6,59.0,6.57,8.946,3.0,6.0,4.0
0.84,61.0,56.0,6.13,7.965,4.0,4.0,0.0
0.7975755778024965,62.2,57.0,8.07,9.696,4.0,3.0,0.0
0.9,61.74637745643308,60.0,6.28,8.219,2.0,1.0,3.0
0.3,63.0,53.0,4.3,6.863,4.0,4.0,7.0
0.9,62.1,59.0,6.02,8.307,1.0,4.0,3.0
1.0,59.3,60.0,6.55,8.707,3.0,4.0,3.0
1.14,61.1,59.0,6.75,8.705,3.0,3.0,2.0
0.8,61.2,58.0,5.99,8.22,4.0,3.0,3.0
1.09,61.5,55.0,6.66,8.994,4.0,4.0,5.0
0.52,62.2,58.0,5.12,7.378,3.0,3.0,3.0
1.2,60.9,55.0,6.9,9.259,2.0,4.0,7.0
0.77,62.1,58.0,5.84,8.02,2.0,5.0,2.0
0.7975755778024965,60.1,59.0,8.75,9.713,2.0,0.0,3.0
0.7975755778024965,59.6,61.0,8.16,9.597,1.0,2.0,0.0
0.3,63.3,56.0,4.31,6.586,2.0,4.0,4.0
0.32,63.8,56.0,4.33,6.378,1.0,5.0,2.0
1.25,62.8,55.0,6.87,8.679,4.0,2.0,0.0
0.51,63.5,57.0,5.05,7.203,1.0,4.0,3.0
0.9,61.1,59.0,6.14,8.547,2.0,6.0,4.0
0.9,61.6,58.0,6.15,8.166,2.0,3.0,0.0
0.32,62.1,56.0,4.39,6.631,4.0,5.0,3.0
0.27,62.3,56.0,4.15,6.14,4.0,2.0,4.0
0.26,62.8,58.0,4.0,6.399,2.0,6.0,3.0
1.01,62.9,54.0,6.35,8.821,2.0,4.0,3.0
1.74,61.9,55.0,7.74,9.451,4.0,2.0,2.0
1.0,60.6,61.0,6.44,8.387,3.0,6.0,0.0
0.31,61.74637745643308,59.0,4.45,6.629,0.0,3.0,5.0
1.27,62.1,60.0,6.94,8.884,3.0,2.0,3.0
1.1,63.0,56.0,6.59,8.532,2.0,6.0,0.0
1.14,61.6,56.0,6.72,8.865,4.0,2.0,2.0
1.05,62.5,56.0,6.43,8.505,4.0,2.0,2.0
0.5,64.1,58.0,5.01,7.169,1.0,6.0,3.0
0.5,63.4,57.0,5.01,7.204,2.0,3.0,3.0
1.07,61.1,59.0,6.62,8.752,4.0,4.0,3.0
0.35,61.5,57.0,4.55,6.825,4.0,6.0,4.0
0.58,61.1,55.0,5.42,7.576,4.0,4.0,3.0
0.34,62.0,56.0,4.46,6.471,4.0,6.0,3.0
0.71,62.5,58.0,5.7,7.999,4.0,4.0,5.0
0.57,61.5,57.0,5.36,7.766,4.0,3.0,5.0
1.61,62.0,55.0,7.52,9.756,4.0,3.0,4.0
0.3,61.3,56.0,4.33,6.515,4.0,4.0,3.0
0.4,61.7,60.0,4.68,6.532,2.0,6.0,2.0
0.5,62.5,58.0,5.1,7.516,3.0,2.0,6.0
0.3,61.6,58.0,4.35,6.921,3.0,3.0,7.0
0.83,62.4,57.0,6.03,7.908,4.0,2.0,2.0
1.25,62.7,58.0,6.74,8.695,2.0,1.0,3.0
0.6,61.5,57.0,5.42,8.07,4.0,3.0,5.0
0.7,61.6,56.0,5.67,7.763,4.0,1.0,3.0
0.55,62.4,56.0,5.26,7.141,4.0,3.0,0.0
0.83,61.9,58.0,5.97,8.108,2.0,3.0,2.0
1.19,58.9,61.0,6.88,8.909,3.0,4.0,3.0
1.09,61.3,60.0,6.66,8.189,3.0,4.0,0.0
0.5,63.0,58.0,5.07,7.234,2.0,6.0,3.0
0.7,62.7,56.0,5.64,7.559,2.0,1.0,2.0
0.41,60.2,59.0,4.79,6.801,3.0,4.0,4.0
0.31,63.2,58.0,4.28,6.229,1.0,4.0,3.0
1.29,61.7,59.0,6.93,8.606,3.0,0.0,4.0
0.4,62.2,56.0,4.71,7.054,4.0,6.0,5.0
1.01,59.2,59.0,6.52,8.699,2.0,4.0,3.0
0.7975755778024965,61.74637745643308,57.0,7.85,9.295,0.0,4.0,0.0
0.91,61.6,58.0,6.23,8.043,2.0,0.0,3.0
0.33,61.4,57.0,4.45,6.501,4.0,3.0,3.0
0.5,62.9,54.0,5.09,7.506,4.0,5.0,3.0
0.7,62.0,55.0,5.65,7.666,3.0,6.0,0.0
1.51,60.0,58.0,7.51,9.174,3.0,1.0,4.0
1.01,63.8,55.0,6.41,8.944,1.0,6.0,4.0
0.33,62.7,54.0,4.45,6.611,4.0,1.0,5.0
0.73,61.8,58.0,5.77,7.939,4.0,6.0,0.0
0.33,61.7,55.0,4.43,6.335,4.0,2.0,2.0
0.51,59.6,59.0,5.2,7.632,4.0,2.0,7.0
1.01,61.74637745643308,52.0,6.31,8.535,0.0,3.0,3.0
1.01,62.3,58.0,6.42,8.415,3.0,2.0,2.0
1.2,61.1,56.0,6.86,9.14,4.0,5.0,2.0
1.09,60.7,58.0,6.64,8.436,4.0,0.0,2.0
1.82,61.74637745643308,58.0,7.5,8.698,0.0,2.0,1.0
0.41,61.9,56.0,4.74,6.76,4.0,3.0,3.0
1.71,62.1,55.0,7.74,9.718,4.0,4.0,4.0
1.13,62.9,54.0,6.72,8.549,4.0,4.0,0.0
1.0,61.74637745643308,53.0,6.27,8.607,1.0,5.0,2.0
1.0,61.6,56.0,6.41,8.923,2.0,3.0,4.0
0.4,60.8,59.0,4.81,7.188,3.0,5.0,5.0
1.02,62.9,58.0,6.36,8.276,2.0,1.0,2.0
0.71,62.3,60.0,5.7,7.682,3.0,3.0,0.0
0.56,60.4,56.0,5.36,7.614,4.0,5.0,4.0
1.0,63.5,56.0,6.33,8.438,2.0,1.0,3.0
0.3,60.8,57.0,4.33,6.609,4.0,6.0,5.0
1.51,62.1,58.0,7.34,8.901,3.0,2.0,0.0
0.59,62.5,57.0,5.32,7.174,4.0,6.0,0.0
0.31,59.7,59.0,4.49,6.935,3.0,3.0,6.0
0.62,59.3,58.0,5.6,7.133,3.0,4.0,2.0
0.71,63.3,57.0,5.59,7.631,2.0,0.0,4.0
1.57,60.2,59.0,7.53,8.966,2.0,0.0,3.0
0.57,62.1,56.0,5.28,7.233,4.0,4.0,2.0
0.76,62.7,56.0,5.81,7.81,4.0,4.0,0.0
0.31,61.5,59.0,4.37,6.26,3.0,1.0,2.0
0.42,61.8,55.0,4.81,6.725,4.0,1.0,2.0
0.32,61.6,55.0,4.4,6.822,4.0,4.0,7.0
0.3,61.0,55.0,4.38,6.657,4.0,5.0,3.0
0.7,61.3,59.0,5.68,8.002,4.0,4.0,4.0
0.7,60.7,62.0,5.72,7.945,3.0,6.0,3.0
0.7,64.3,57.0,5.59,7.873,1.0,4.0,4.0
1.51,62.4,62.0,7.25,9.277,3.0,4.0,2.0
0.5,61.3,60.0,5.15,7.154,3.0,5.0,2.0
1.71,62.4,61.0,7.67,9.147,3.0,1.0,3.0
0.53,61.6,56.0,5.23,7.758,4.0,5.0,4.0
1.17,60.0,57.45169447534297,6.86,8.459,0.0,2.0,0.0
1.13,64.0,58.0,6.58,8.3,1.0,3.0,0.0
0.7975755778024965,63.2,54.0,7.96,9.514,2.0,4.0,0.0
1.32,60.4,58.0,7.11,8.666,3.0,0.0,3.0
0.32,61.2,57.0,4.42,6.685,4.0,3.0,5.0
0.3,62.4,58.0,4.24,6.265,2.0,6.0,2.0
0.33,63.1,56.0,4.42,6.292,1.0,6.0,2.0
1.51,63.1,60.0,7.19,8.827,2.0,1.0,0.0
0.3,62.1,56.0,4.3,6.314,4.0,5.0,2.0
0.23,61.1,60.0,4.01,6.522,3.0,6.0,6.0
0.38,61.5,55.0,4.66,6.544,4.0,4.0,2.0
0.71,62.7,58.0,5.67,7.895,3.0,5.0,3.0
1.5,62.2,58.0,7.31,9.476,4.0,4.0,3.0
1.32,60.6,60.0,7.1,8.804,3.0,3.0,0.0
0.33,60.3,58.0,4.47,6.41,3.0,5.0,2.0
1.0,61.74637745643308,62.0,6.09,8.358,0.0,6.0,0.0
0.32,61.7,60.0,4.32,6.33,3.0,4.0,3.0
0.79,63.4,60.0,5.83,7.501,2.0,4.0,0.0
0.39,61.0,56.0,4.71,6.342,4.0,0.0,2.0
0.32,61.5,56.0,4.42,6.879,4.0,5.0,3.0
0.5,63.3,57.45169447534297,4.98,7.206,1.0,6.0,3.0
0.44,60.3,58.0,4.94,6.667,2.0,4.0,2.0
0.3,60.6,56.0,4.35,6.265,2.0,6.0,2.0
0.7975755778024965,62.5,55.0,8.31,9.662,4.0,1.0,0.0
0.7,61.3,58.0,5.68,7.92,3.0,6.0,2.0
0.51,62.2,61.0,5.06,7.363,2.0,2.0,5.0
0.25,61.8,58.0,4.05,6.354,2.0,3.0,5.0
0.7,61.9,54.8,5.68,8.227,4.0,3.0,5.0
0.31,61.7,54.0,4.38,6.1,4.0,4.0,2.0
0.51,63.6,58.0,5.0,7.268,1.0,6.0,2.0
1.0,61.2,57.0,6.48,8.401,4.0,3.0,0.0
0.5,61.6,56.0,5.1,7.349,4.0,6.0,3.0
1.11,61.9,55.0,6.62,8.965,4.0,3.0,3.0
0.41,62.1,57.0,4.72,6.718,4.0,4.0,3.0
0.42,59.9,57.45169447534297,4.83,6.992,1.0,3.0,4.0
0.32,61.8,55.0,4.41,6.33,4.0,2.0,4.0
1.24,61.6,56.0,6.88,9.024,4.0,2.0,4.0
0.34,61.5,58.0,4.52,6.417,3.0,6.0,0.0
1.62,61.6,60.0,7.52,8.864,2.0,0.0,0.0
1.09,62.3,55.0,6.61,8.56,4.0,2.0,2.0
0.9,62.2,59.0,6.13,8.429,2.0,6.0,3.0
0.32,63.3,57.0,4.37,6.378,1.0,5.0,2.0
0.71,63.7,58.0,5.6,7.98,2.0,6.0,3.0
0.58,61.3,56.0,5.38,7.054,4.0,1.0,0.0
1.02,61.2,57.0,6.54,8.48,3.0,2.0,2.0
1.5,60.5,59.0,7.38,8.826,3.0,0.0,2.0
0.92,61.74637745643308,57.0,6.37,7.989,4.0,2.0,0.0
0.7,63.5,58.0,5.63,7.894,2.0,2.0,6.0
0.91,62.5,58.0,6.1,8.374,2.0,3.0,0.0
0.71,60.4,57.0,5.78,7.961,4.0,2.0,6.0
0.7,61.6,55.0,5.71,8.054,4.0,4.0,2.0
1.13,59.8,59.0,6.75,8.42,2.0,2.0,0.0
0.86,61.0,58.0,6.15,7.922,3.0,2.0,0.0
0.7,63.4,59.0,5.57,7.781,1.0,1.0,5.0
0.58,63.0,56.0,5.28,7.783,2.0,5.0,5.0
0.4,60.8,62.0,4.76,6.782,3.0,6.0,2.0
1.12,61.9,57.0,6.66,8.75,4.0,2.0,4.0
1.0,61.74637745643308,54.0,6.2,8.259,0.0,3.0,0.0
1.03,61.8,59.0,6.42,8.468,3.0,6.0,0.0
1.51,58.8,62.0,7.5,9.091,3.0,6.0,0.0
0.7,63.0,54.0,5.63,7.669,4.0,1.0,4.0
0.7,61.8,54.0,5.71,7.861,4.0,4.0,3.0
0.25,62.7,59.0,4.01,6.354,2.0,6.0,5.0
0.35,60.8,58.0,4.55,6.72,3.0,6.0,4.0
0.51,61.7,55.0,5.18,7.27,4.0,6.0,2.0
0.31,61.7,58.0,4.33,6.704,3.0,2.0,7.0
1.02,62.9,56.0,6.43,8.407,3.0,6.0,0.0
0.9,62.0,56.0,6.16,8.171,4.0,1.0,2.0
1.1,61.7,56.0,6.65,9.327,3.0,5.0,5.0
0.56,63.5,57.0,5.21,7.066,1.0,6.0,0.0
0.54,61.9,55.0,5.24,7.521,4.0,6.0,3.0
1.29,60.9,58.0,7.01,9.262,3.0,3.0,4.0
0.9,62.2,54.0,6.13,8.22,2.0,6.0,0.0
0.9,62.3,55.0,6.18,8.309,3.0,6.0,3.0
0.41,61.4,57.0,4.76,6.624,4.0,3.0,2.0
1.61,61.7,59.0,7.51,8.968,3.0,0.0,3.0
0.3,62.1,55.0,4.32,6.76,4.0,4.0,7.0
0.71,61.8,59.0,5.75,7.943,3.0,6.0,2.0
1.15,64.3,54.0,6.66,8.689,1.0,2.0,4.0
0.92,62.4,60.0,6.25,8.318,3.0,5.0,0.0
0.34,62.9,56.0,4.44,6.691,2.0,5.0,3.0
0.7,62.3,56.0,5.68,7.472,4.0,6.0,2.0
0.96,60.7,55.0,6.41,7.947,4.0,3.0,1.0
1.1,60.9,60.0,6.66,8.439,3.0,6.0,0.0
0.41,62.0,55.0,4.74,6.984,4.0,6.0,4.0
0.71,62.4,54.0,5.72,7.924,4.0,4.0,3.0
0.23,61.8,57.45169447534297,3.9,6.114,1.0,5.0,5.0
0.42,62.1,59.0,4.78,6.551,2.0,2.0,2.0
0.5,61.7,59.0,5.02,7.657,2.0,5.0,5.0
0.7975755778024965,60.7,56.0,8.54,9.315,4.0,1.0,0.0
0.35,62.0,57.0,4.51,6.642,4.0,6.0,3.0
1.51,59.5,57.0,7.56,9.452,4.0,5.0,2.0
0.42,60.1,58.0,4.83,6.551,3.0,5.0,0.0
0.32,61.5,60.0,4.36,6.33,3.0,4.0,3.0
0.9,63.0,55.0,6.12,8.128,2.0,2.0,2.0
1.5,60.2,59.0,7.41,9.728,3.0,3.0,4.0
0.31,62.2,54.0,4.36,6.733,4.0,3.0,6.0
0.39,62.0,55.0,4.66,6.911,4.0,3.0,4.0
1.82,61.8,58.0,7.8,9.668,4.0,3.0,2.0
0.43,61.8,56.0,4.81,6.962,4.0,5.0,3.0
1.01,61.74637745643308,57.0,6.3,8.62,1.0,5.0,2.0
0.3,62.7,55.0,4.25,6.265,4.0,2.0,4.0
0.43,62.0,55.0,4.85,7.029,4.0,1.0,7.0
0.6,61.2,56.0,5.43,7.692,4.0,4.0,5.0
1.7,63.5,56.0,7.64,9.623,2.0,4.0,4.0
0.36,61.0,56.0,4.59,6.748,4.0,5.0,3.0
1.18,62.1,56.0,6.79,8.548,4.0,1.0,2.0
0.3,61.0,55.0,4.35,6.447,2.0,2.0,6.0
0.32,61.6,54.0,4.42,6.562,4.0,2.0,6.0
0.61,59.7,63.0,5.5,7.345,2.0,4.0,2.0
0.56,61.1,57.0,5.31,7.447,4.0,2.0,4.0
0.54,60.6,56.0,5.28,7.579,4.0,4.0,4.0
1.51,62.6,54.0,7.26,9.092,4.0,0.0,2.0
1.59,60.2,60.0,7.61,9.232,3.0,1.0,3.0
1.7,62.7,58.0,7.57,9.274,3.0,1.0,3.0
0.38,59.2,61.0,4.72,6.7,3.0,5.0,0.0
0.41,61.8,55.0,4.79,7.003,4.0,2.0,7.0
0.79,61.74637745643308,59.0,6.13,7.625,1.0,0.0,3.0
0.3,62.6,57.0,4.25,6.787,4.0,3.0,7.0
1.0,61.8,57.0,6.36,8.342,4.0,3.0,0.0
1.62,61.5,61.0,7.53,9.437,4.0,2.0,3.0
0.74,60.7,55.0,5.84,7.867,4.0,1.0,4.0
1.0,60.8,60.0,6.39,8.58,3.0,4.0,3.0
1.21,62.7,59.0,6.63,8.566,1.0,1.0,2.0
0.71,60.4,57.0,5.75,8.15,4.0,6.0,4.0
0.53,61.2,54.0,5.23,7.363,2.0,5.0,2.0
0.58,62.6,54.0,5.34,7.593,4.0,4.0,4.0
0.32,61.9,56.0,4.39,6.574,4.0,3.0,4.0
1.39,62.0,56.0,7.18,9.091,3.0,4.0,3.0
0.9,62.4,57.45169447534297,6.09,8.059,1.0,1.0,3.0
0.39,61.9,58.0,4.66,6.878,2.0,6.0,5.0
0.42,61.3,56.0,4.82,7.006,4.0,4.0,5.0
0.57,62.6,58.0,5.28,7.246,2.0,3.0,2.0
0.7,61.9,59.0,5.67,7.544,3.0,2.0,2.0
1.05,61.8,53.0,6.56,8.688,4.0,1.0,5.0
1.01,63.7,56.0,6.4,8.648,1.0,4.0,3.0
0.33,62.8,56.0,4.43,6.659,4.0,5.0,2.0
0.36,62.0,57.0,4.57,6.697,4.0,6.0,2.0
0.51,62.7,54.0,5.12,7.271,4.0,2.0,4.0
1.0,61.5,57.0,6.41,8.556,4.0,3.0,2.0
0.7975755778024965,60.8,61.0,8.32,9.705,3.0,2.0,3.0
0.7975755778024965,62.1,56.0,8.17,9.582,4.0,0.0,2.0
0.34,59.3,60.0,4.52,6.339,3.0,3.0,2.0
1.23,62.3,57.0,6.8,8.997,2.0,5.0,2.0
0.26,62.2,54.0,4.1,5.984,4.0,2.0,2.0
0.71,61.9,59.0,5.69,7.924,4.0,5.0,2.0
0.5,61.2,60.0,5.08,7.469,3.0,5.0,3.0
0.7975755778024965,62.2,56.0,8.05,9.746,4.0,3.0,0.0
0.53,61.5,56.0,5.23,7.496,4.0,6.0,3.0
0.4,61.2,56.0,4.74,7.089,4.0,4.0,7.0
0.9,62.5,56.0,6.13,8.299,2.0,2.0,4.0
1.27,61.4,59.0,6.98,8.872,3.0,4.0,2.0
1.76,61.5,58.0,7.78,9.734,3.0,4.0,3.0
1.5,61.74637745643308,57.45169447534297,7.45,9.317,0.0,6.0,2.0
1.11,60.1,60.0,6.73,8.572,3.0,4.0,2.0
0.55,63.2,58.0,5.21,7.231,2.0,6.0,2.0
0.43,61.3,59.0,4.81,6.808,2.0,3.0,3.0
0.35,63.3,56.0,4.5,6.014,1.0,0.0,2.0
0.7975755778024965,61.9,55.0,8.1,9.82,4.0,3.0,0.0
0.76,61.8,57.0,5.82,8.138,4.0,2.0,6.0
1.34,61.4,56.0,7.07,8.997,4.0,1.0,5.0
0.9,64.2,60.0,6.05,7.998,1.0,2.0,2.0
1.71,61.3,58.0,7.79,9.543,3.0,4.0,3.0
0.7975755778024965,59.3,58.0,8.25,9.764,4.0,2.0,2.0
0.9,60.4,61.0,6.14,8.044,1.0,2.0,0.0
0.91,63.1,60.0,6.13,8.34,2.0,3.0,2.0
0.55,61.5,56.0,5.25,7.564,4.0,5.0,3.0
1.2,61.5,58.0,6.83,8.399,2.0,4.0,0.0
0.55,59.3,57.0,5.43,7.477,4.0,6.0,3.0
0.4,62.8,54.0,4.7,6.888,4.0,4.0,3.0
0.9,62.5,59.0,6.06,8.131,1.0,1.0,3.0
0.9,64.0,59.0,6.04,8.243,1.0,4.0,3.0
1.14,62.8,58.0,6.61,8.389,3.0,3.0,0.0
0.32,62.0,54.0,4.41,6.802,4.0,6.0,3.0
0.3,62.0,53.0,4.31,6.402,4.0,6.0,3.0
1.73,61.6,60.0,7.67,9.382,3.0,4.0,4.0
1.51,61.74637745643308,57.45169447534297,7.63,9.329,0.0,2.0,4.0
0.54,61.7,57.0,5.23,7.454,4.0,4.0,4.0
0.27,62.9,56.0,4.12,6.153,2.0,6.0,4.0
0.7975755778024965,59.3,60.0,8.14,9.811,2.0,2.0,2.0
0.52,60.9,55.0,5.22,7.504,4.0,4.0,4.0
0.99,62.9,58.0,6.33,7.55,0.0,0.0,1.0
0.7975755778024965,62.2,56.0,8.2,9.35,4.0,0.0,3.0
0.5,62.7,55.0,5.06,7.194,2.0,6.0,2.0
0.41,61.2,57.0,4.79,7.094,4.0,3.0,6.0
1.12,60.7,53.0,6.81,8.821,3.0,4.0,3.0
1.54,61.4,57.0,7.47,9.554,4.0,4.0,3.0
0.9,63.1,58.0,6.11,8.429,1.0,6.0,3.0
1.61,61.8,57.0,7.48,9.745,4.0,4.0,4.0
1.65,62.3,55.0,7.56,9.634,4.0,4.0,4.0
0.84,61.4,56.0,6.04,8.383,4.0,4.0,4.0
1.01,61.7,58.0,6.3,8.746,1.0,3.0,3.0
0.67,61.4,56.0,5.59,7.633,2.0,1.0,7.0
0.3,61.5,56.0,4.31,6.528,4.0,4.0,5.0
0.3,62.2,55.0,4.27,6.045,4.0,4.0,2.0
0.37,61.9,54.0,4.62,6.466,4.0,5.0,2.0
1.02,62.3,56.0,6.49,8.569,4.0,5.0,2.0
1.4,61.8,54.0,7.16,9.02,2.0,5.0,0.0
0.54,60.1,56.0,5.31,7.488,4.0,3.0,3.0
0.4,63.0,59.0,4.64,6.433,2.0,5.0,0.0
0.27,61.8,55.0,4.13,6.404,2.0,3.0,6.0
0.3,61.4,56.0,4.33,6.948,4.0,3.0,6.0
0.82,62.6,60.0,5.91,8.2,2.0,6.0,3.0
0.3,62.3,54.0,4.34,6.815,4.0,5.0,3.0
0.81,61.7,59.0,5.92,7.777,4.0,1.0,0.0
1.61,62.9,56.0,7.52,9.644,4.0,3.0,3.0
1.51,61.4,60.0,7.37,8.991,3.0,2.0,0.0
0.75,62.2,58.0,5.77,7.646,2.0,2.0,0.0
0.4,61.4,57.0,4.68,6.501,2.0,6.0,0.0
1.01,62.8,58.0,6.37,8.466,3.0,5.0,2.0
1.01,61.1,59.0,6.46,8.971,4.0,3.0,4.0
0.59,62.2,55.0,5.38,7.516,4.0,1.0,6.0
0.31,63.2,57.0,4.32,6.548,2.0,2.0,4.0
1.01,62.9,57.45169447534297,6.38,8.632,1.0,3.0,4.0
0.52,59.7,60.0,5.26,7.244,3.0,5.0,2.0
1.51,62.8,59.0,7.16,9.349,1.0,6.0,2.0
0.32,61.8,57.0,4.42,6.579,4.0,4.0,3.0
0.7975755778024965,63.8,55.0,8.0,9.622,1.0,6.0,2.0
0.93,61.9,57.0,6.21,8.279,4.0,3.0,0.0
1.08,63.4,56.0,6.55,8.488,2.0,6.0,0.0
0.5,60.8,55.0,5.19,7.478,4.0,6.0,3.0
0.26,60.8,56.0,4.11,6.474,4.0,4.0,7.0
0.34,60.4,56.0,4.52,6.701,4.0,4.0,6.0
0.9,61.1,63.0,6.17,8.327,2.0,6.0,3.0
1.02,64.1,60.0,6.25,8.338,1.0,3.0,0.0
0.31,62.1,55.0,4.36,6.687,4.0,4.0,4.0
0.75,63.2,56.0,5.8,7.923,2.0,5.0,2.0
0.71,62.0,56.0,5.7,7.627,4.0,0.0,3.0
0.72,62.2,57.0,5.72,8.031,4.0,2.0,6.0
1.47,62.5,59.0,7.18,8.819,2.0,0.0,3.0
0.56,61.7,57.0,5.29,7.597,4.0,4.0,6.0
0.7975755778024965,58.8,57.0,8.21,9.59,2.0,1.0,3.0
0.45,60.1,59.0,4.96,6.721,3.0,1.0,0.0
0.32,61.6,59.0,4.39,6.51,3.0,2.0,4.0
0.71,61.74637745643308,57.45169447534297,5.96,7.904,0.0,3.0,4.0
0.55,61.2,56.4,5.28,7.588,2.0,3.0,4.0
1.43,61.74637745643308,57.0,7.02,8.714,0.0,6.0,0.0
1.0,62.8,57.0,6.44,8.332,3.0,3.0,0.0
0.44,60.6,58.0,4.96,6.969,3.0,4.0,3.0
0.9,62.1,59.0,6.2,8.357,3.0,4.0,3.0
0.31,61.0,56.0,4.38,6.896,4.0,4.0,7.0
1.42,62.6,57.0,7.19,9.281,4.0,4.0,3.0
0.41,62.2,58.0,4.77,7.253,3.0,5.0,6.0
1.68,62.1,57.0,7.6,9.287,4.0,1.0,3.0
0.48,61.1,58.0,5.05,7.132,2.0,3.0,3.0
0.53,62.5,60.0,5.18,7.015,3.0,2.0,0.0
0.3,61.6,55.0,4.3,6.515,4.0,2.0,4.0
1.56,62.3,57.45169447534297,7.41,9.0,1.0,0.0,3.0
1.21,61.8,56.0,6.81,9.762,4.0,6.0,7.0
1.01,63.0,59.0,6.32,8.375,3.0,4.0,2.0
0.7975755778024965,59.1,58.0,8.29,9.806,2.0,2.0,2.0
0.5,61.2,56.0,5.13,7.435,4.0,3.0,4.0
0.3,60.5,58.0,4.35,6.611,2.0,4.0,7.0
0.58,62.7,56.0,5.3,7.202,4.0,5.0,0.0
0.71,60.6,61.0,5.7,7.561,1.0,0.0,3.0
0.4,62.1,57.0,4.68,6.817,4.0,2.0,6.0
1.15,62.3,57.0,6.74,8.502,4.0,1.0,2.0
1.01,62.5,56.0,6.38,8.511,4.0,3.0,2.0
0.92,62.6,58.0,6.18,8.061,2.0,0.0,2.0
0.38,60.9,57.0,4.73,7.056,4.0,3.0,6.0
0.33,62.5,55.0,4.42,6.361,4.0,6.0,2.0
1.27,60.9,59.0,6.96,8.561,2.0,0.0,2.0
0.31,61.7,56.0,4.38,6.791,4.0,6.0,6.0
0.73,63.1,57.0,5.74,7.94,2.0,5.0,2.0
0.7,59.2,60.0,5.87,7.952,3.0,2.0,6.0
1.21,61.2,59.0,6.8,8.902,4.0,3.0,2.0
1.04,61.8,55.0,6.54,8.382,4.0,2.0,0.0
0.71,61.5,62.0,5.61,7.47,1.0,0.0,2.0
1.27,62.1,56.0,6.92,8.548,4.0,1.0,0.0
1.51,59.8,60.0,7.45,9.461,4.0,4.0,3.0
0.31,61.6,55.0,4.37,6.641,4.0,5.0,4.0
0.36,62.4,58.0,4.54,6.155,2.0,6.0,0.0
0.41,61.8,54.0,4.78,6.438,4.0,6.0,0.0
1.02,61.3,57.0,6.51,8.22,3.0,2.0,0.0
0.7,62.0,61.0,6.65,7.685,3.0,2.0,2.0
0.31,62.9,58.0,4.31,6.299,2.0,2.0,4.0
0.53,62.0,57.0,5.16,7.913,4.0,5.0,6.0
0.31,61.8,55.0,4.35,6.792,4.0,4.0,7.0
1.01,61.9,55.3,6.43,8.318,4.0,0.0,0.0
0.3,60.5,60.0,4.29,6.489,3.0,3.0,4.0
1.08,62.7,54.0,6.63,8.249,4.0,4.0,0.0
0.9,64.3,58.0,5.97,8.044,1.0,2.0,0.0
0.8,59.4,55.0,6.06,8.079,3.0,5.0,2.0
0.56,60.8,55.0,5.34,7.516,4.0,4.0,4.0
1.08,62.2,57.0,6.6,8.392,4.0,2.0,2.0
0.38,60.3,58.0,4.67,6.764,2.0,6.0,3.0
0.41,61.7,56.0,4.76,6.962,4.0,2.0,2.0
0.79,61.8,56.0,5.91,8.19,4.0,6.0,3.0
1.25,61.6,57.0,6.9,9.088,2.0,6.0,3.0
0.76,63.0,56.0,5.83,8.086,4.0,5.0,3.0
0.79,61.3,56.0,5.96,8.059,4.0,3.0,2.0
0.7975755778024965,61.1,57.0,8.45,9.539,3.0,2.0,0.0
0.97,62.2,55.9,6.34,8.299,2.0,1.0,3.0
0.3,62.4,54.0,4.3,6.702,4.0,5.0,5.0
1.29,63.2,57.0,6.89,8.819,4.0,2.0,2.0
0.73,63.0,58.0,5.71,7.646,2.0,1.0,0.0
0.7,62.1,56.0,5.65,7.805,4.0,6.0,0.0
0.31,62.7,58.0,4.33,6.771,3.0,6.0,3.0
1.12,60.3,57.0,6.8,8.28,4.0,4.0,1.0
0.34,62.2,55.0,4.45,6.39,4.0,6.0,2.0
1.26,63.8,52.0,6.89,8.932,2.0,2.0,3.0
1.5,60.3,57.0,7.42,9.445,4.0,3.0,3.0
1.51,62.2,59.0,7.28,9.485,4.0,4.0,3.0
0.3,62.3,58.0,4.32,6.738,3.0,6.0,3.0
0.56,60.6,57.0,5.36,7.437,4.0,4.0,3.0
0.93,62.8,58.0,6.24,8.201,3.0,2.0,2.0
1.0,63.2,60.0,6.27,8.292,1.0,2.0,0.0
